Class,releases/lucene/1.2,releases/lucene/1.3,releases/lucene/1.4,releases/lucene/1.9,releases/lucene/2.0.0,releases/lucene/2.1.0,releases/lucene/2.2.0,releases/lucene/2.3.0,releases/lucene/2.4.0,releases/lucene/2.9.0,releases/lucene/3.0.0,releases/lucene/9.0.0,releases/lucene/9.1.0,releases/lucene/9.2.0,releases/lucene/9.3.0,average
lucene/core/src/java/org/apache/lucene/util/packed/MonotonicBlockPackedWriter.java,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,6.4
solr/contrib/dataimporthandler/src/test/org/apache/solr/handler/dataimport/AbstractDIHJdbcTestCase.java,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.133333333
lucene/queryparser/src/test/org/apache/lucene/queryparser/ext/TestExtendableQueryParser.java,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,2.066666667
src/test/org/apache/lucene/index/TestAtomicUpdate.java,0,0,0,0,0,0,0,192,13,6,0,7,0,0,0,14.53333333
lucene/src/test/org/apache/lucene/search/payloads/PayloadHelper.java,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.333333333
solr/core/src/test/org/apache/solr/util/DateMathParserTest.java,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0.533333333
lucene/demo/src/test/org/apache/lucene/demo/TestDemo.java,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.2
lucene/core/src/test/org/apache/lucene/index/TestPayloads.java,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,7
lucene/core/src/java/org/apache/lucene/search/FilteredDocIdSet.java,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1
lucene/core/src/java/org/apache/lucene/util/OpenBitSetIterator.java,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.266666667
solr/core/src/java/org/apache/solr/search/SolrCache.java,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.2
modules/analysis/common/src/test/org/apache/lucene/analysis/hi/TestHindiAnalyzer.java,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0.466666667
lucene/core/src/java/org/apache/lucene/analysis/standard/StandardTokenizer.java,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0.733333333
modules/grouping/src/java/org/apache/lucene/search/grouping/term/TermGroupFacetCollector.java,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,1.466666667
solr/solrj/src/test/org/apache/solr/common/util/TestJsonRecordReader.java,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,2.933333333
lucene/analysis/common/src/java/org/apache/lucene/analysis/payloads/PayloadEncoder.java,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.133333333
lucene/core/src/java/org/apache/lucene/util/packed/BulkOperationPacked50.java,0,0,0,0,0,0,0,0,0,0,0,417,0,0,0,27.8
lucene/core/src/test/org/apache/lucene/util/BaseSortTestCase.java,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0.533333333
lucene/analysis/common/src/test/org/apache/lucene/analysis/el/GreekAnalyzerTest.java,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,1.6
lucene/analysis/smartcn/src/test/org/apache/lucene/analysis/cn/smart/TestHMMChineseTokenizerFactory.java,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,4.266666667
lucene/analysis/common/src/java/org/apache/lucene/analysis/standard/UAX29URLEmailTokenizerImpl.java,0,0,0,0,0,0,0,0,0,0,0,163034,0,0,0,10868.93333
