Class,karaf-2.1.0,karaf-2.2.0,karaf-2.3.0,karaf-2.4.0,karaf-3.0.0,karaf-4.0.0,karaf-4.1.0,karaf-4.2.0,karaf-4.3.0,karaf-4.3.1,karaf-4.4.0,karaf-4.4.1,average
main/src/main/java/org/osgi/service/url/URLConstants.java,0,0,0,0,45,0,0,0,0,0,0,0,3.75
features/core/src/test/java/org/apache/karaf/features/internal/service/FeaturesServiceImplTest.java,0,0,0,0,0,0,31,282,0,0,0,0,26.08333333
itests/common/src/main/java/org/apache/karaf/itests/KarafTestSupport.java,0,0,0,0,0,0,0,0,58,4,151,0,17.75
tooling/exam/options/src/main/java/org/apache/karaf/tooling/exam/options/KarafExamSystemConfigurationOption.java,0,0,4,0,0,0,0,0,0,0,0,0,0.333333333
scheduler/core/src/main/java/org/apache/karaf/scheduler/core/RunableServiceListener.java,0,0,0,0,85,0,0,0,0,0,0,0,7.083333333
scr/command/src/main/java/org/apache/karaf/scr/command/action/ActivateAction.java,0,0,0,0,5,0,0,0,0,0,0,0,0.416666667
main/src/main/java/org/osgi/framework/BundleActivator.java,0,0,0,0,87,0,0,0,0,0,0,0,7.25
package/core/src/main/java/org/apache/karaf/packages/core/PackageVersion.java,0,0,0,0,60,0,0,0,0,0,0,0,5
http/src/main/java/org/apache/karaf/http/core/internal/ServletServiceImpl.java,0,0,0,0,0,0,0,38,0,0,0,0,3.166666667
webconsole/console/src/main/java/org/apache/felix/webconsole/internal/servlet/KarafOsgiManagerActivator.java,0,0,0,0,0,0,75,0,0,0,0,0,6.25
client/src/main/java/org/slf4j/impl/SimpleLogger.java,0,0,0,0,0,0,2,0,0,0,0,0,0.166666667
main/src/main/java/org/osgi/service/url/URLStreamHandlerSetter.java,0,0,0,0,53,0,0,0,0,0,0,0,4.416666667
shell/help/src/main/java/org/apache/karaf/shell/help/impl/HelpSystem.java,0,0,0,0,0,2,0,0,0,0,0,0,0.166666667
jdbc/core/src/main/java/org/apache/karaf/jdbc/JdbcService.java,0,0,0,0,0,7,0,0,0,0,0,0,0.583333333
main/src/main/java/org/apache/karaf/main/SimpleFileLock.java,0,0,0,2,0,0,0,0,0,0,0,0,0.166666667
shell/core/src/test/java/org/apache/karaf/shell/support/table/ShellTableTest.java,0,0,0,0,0,77,63,6,0,0,60,0,17.16666667
scr/command/src/main/java/org/apache/karaf/scr/command/support/IdComparator.java,0,0,0,0,34,0,0,0,0,0,0,0,2.833333333
shell/console/src/main/java/org/apache/felix/gogo/commands/CompleterValues.java,0,0,0,0,37,0,0,0,0,0,0,0,3.083333333
shell/console/src/main/java/org/apache/felix/gogo/commands/converter/ReifiedType.java,0,0,0,0,116,0,0,0,0,0,0,0,9.666666667
shell/console/src/main/java/org/apache/karaf/shell/console/NameScoping.java,0,0,0,6,8,0,0,0,0,0,0,0,1.166666667
features/core/src/main/java/org/apache/karaf/features/internal/service/FeaturesProcessorImpl.java,0,0,0,0,0,0,0,14,68,0,0,0,6.833333333
shell/core/src/main/java/org/apache/karaf/shell/api/console/Session.java,0,0,0,0,0,0,0,5,0,0,0,0,0.416666667
tooling/exam/container/src/main/java/org/apache/karaf/tooling/exam/container/internal/adaptions/KarafManipulatorFactory.java,0,0,2,13,13,0,0,0,0,0,0,0,2.333333333
admin/core/src/main/java/org/apache/karaf/admin/internal/InstanceImpl.java,0,0,16,498,0,0,0,0,0,0,0,0,42.83333333
bundle/core/src/main/java/org/apache/karaf/bundle/command/Info.java,0,0,0,0,0,0,0,2,0,0,0,0,0.166666667
